2026-08-08 21:27:04,052 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 06:21:18,288 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=primary thesis too weak for planning (dominance 42.4, return probability 56.5)) and no unexpired day map to fall back on
2026-08-10 06:21:18,288 | INFO | __main__ | Market status suppressed for XAU/USD: WAIT with status gate off (event=local, SEND_STATUS_ON_MANUAL=unset, hourly_status=False, send_no_signal_updates=False)
2026-08-10 06:26:04,777 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 06:26:05,566 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 06:26:05,863 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 06:26:06,129 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 06:26:06,176 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 06:26:06,505 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 06:26:06,520 | INFO | __main__ | Running agent: technical
2026-08-10 06:26:06,567 | INFO | __main__ | Running agent: classical
2026-08-10 06:26:06,598 | INFO | __main__ | Running agent: smc
2026-08-10 06:26:06,598 | INFO | __main__ | Running agent: price_action
2026-08-10 06:26:06,614 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 06:26:06,661 | INFO | __main__ | Running agent: daily_bias
2026-08-10 06:26:06,928 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:26:07,223 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:26:07,240 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:07,583 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:26:07,583 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:07,898 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:26:07,915 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:08,278 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:26:08,278 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:08,561 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:26:08,561 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:08,968 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:26:08,968 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:09,270 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:26:09,525 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:26:09,525 | INFO | __main__ | Session plan not ready for XAU/USD: primary thesis too weak for planning (dominance 44.7, return probability 57.3)
2026-08-10 06:26:09,822 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 401 Unauthorized"
2026-08-10 06:26:09,822 | ERROR | DatabaseService | Failed to insert session plan snapshot in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "session_plans"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:26:10,136 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_062609_525912_3d770b63&limit=1 "HTTP/2 200 OK"
2026-08-10 06:26:10,422 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_062609_525912_3d770b63 "HTTP/2 200 OK"
2026-08-10 06:26:10,691 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 06:26:10,955 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:26:11,238 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 06:26:11,490 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:26:11,490 | INFO | __main__ | \u2705 Path 2: Macro confirms BUY (bias=BULLISH_GOLD, conf=80% \u2265 55%)
2026-08-10 06:26:11,502 | INFO | __main__ | \u274c Path 2 blocked: risk agent refused this plan (Trade grade too low; failed: trade_grade_filter)
2026-08-10 06:26:11,502 | INFO | __main__ | \U0001f9e0 Gemini skipped: normal WAIT without hourly status
2026-08-10 06:26:11,759 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 06:26:11,759 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=primary thesis too weak for planning (dominance 44.7, return probability 57.3)) and no unexpired day map to fall back on
2026-08-10 06:26:11,759 | INFO | __main__ | Market status suppressed for XAU/USD: WAIT with status gate off (event=local, SEND_STATUS_ON_MANUAL=unset, hourly_status=False, send_no_signal_updates=False)
2026-08-10 06:31:07,288 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 06:31:09,009 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 06:31:09,357 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 06:31:10,101 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 06:31:10,179 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 06:31:10,794 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 06:31:10,798 | INFO | __main__ | Running agent: technical
2026-08-10 06:31:10,887 | INFO | __main__ | Running agent: classical
2026-08-10 06:31:10,933 | INFO | __main__ | Running agent: smc
2026-08-10 06:31:10,944 | INFO | __main__ | Running agent: price_action
2026-08-10 06:31:10,946 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 06:31:11,013 | INFO | __main__ | Running agent: daily_bias
2026-08-10 06:31:11,262 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:31:11,541 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:31:11,542 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:12,369 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:31:12,371 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:13,126 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:31:13,127 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:13,927 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:31:13,928 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:14,202 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 401 Unauthorized"
2026-08-10 06:31:14,211 | ERROR | DatabaseService | Failed to upsert setup candidate in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_candidates"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:15,112 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 401 Unauthorized"
2026-08-10 06:31:15,161 | ERROR | DatabaseService | Failed to insert setup state event in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "setup_state_events"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:15,937 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:31:16,197 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:31:16,199 | INFO | __main__ | Session plan not ready for XAU/USD: primary thesis too weak for planning (dominance 41.2, return probability 53.1)
2026-08-10 06:31:16,448 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 401 Unauthorized"
2026-08-10 06:31:16,450 | ERROR | DatabaseService | Failed to insert session plan snapshot in Supabase, falling back local: {'message': 'new row violates row-level security policy for table "session_plans"', 'code': '42501', 'hint': None, 'details': None}
2026-08-10 06:31:16,808 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_063116_199736_00b1b5dc&limit=1 "HTTP/2 200 OK"
2026-08-10 06:31:17,062 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_063116_199736_00b1b5dc "HTTP/2 200 OK"
2026-08-10 06:31:17,347 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 06:31:17,668 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:31:18,394 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 06:31:18,663 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:31:18,675 | INFO | __main__ | \u2705 Path 2: Macro confirms BUY (bias=BULLISH_GOLD, conf=80% \u2265 55%)
2026-08-10 06:31:18,681 | INFO | __main__ | \u274c Path 2 blocked: risk agent refused this plan (Trade grade too low; failed: trade_grade_filter)
2026-08-10 06:31:18,685 | INFO | __main__ | \U0001f9e0 Gemini skipped: normal WAIT without hourly status
2026-08-10 06:31:18,977 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 06:31:18,978 | INFO | __main__ | Session-plan ladder skipped: plan not ready (status=NOT_READY, reason=primary thesis too weak for planning (dominance 41.2, return probability 53.1)) and no unexpired day map to fall back on
2026-08-10 06:31:18,978 | INFO | __main__ | Market status suppressed for XAU/USD: WAIT with status gate off (event=local, SEND_STATUS_ON_MANUAL=unset, hourly_status=False, send_no_signal_updates=False)
2026-08-10 06:36:05,722 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 06:36:06,303 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 06:36:06,571 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 06:36:06,838 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 06:36:06,869 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 06:36:07,213 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 06:36:07,213 | INFO | __main__ | Running agent: technical
2026-08-10 06:36:07,278 | INFO | __main__ | Running agent: classical
2026-08-10 06:36:07,307 | INFO | __main__ | Running agent: smc
2026-08-10 06:36:07,307 | INFO | __main__ | Running agent: price_action
2026-08-10 06:36:07,307 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 06:36:07,354 | INFO | __main__ | Running agent: daily_bias
2026-08-10 06:36:07,638 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:36:07,988 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 201 Created"
2026-08-10 06:36:08,257 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 201 Created"
2026-08-10 06:36:08,526 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 201 Created"
2026-08-10 06:36:08,791 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 201 Created"
2026-08-10 06:36:09,066 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 201 Created"
2026-08-10 06:36:09,346 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 201 Created"
2026-08-10 06:36:09,612 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:36:09,879 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 201 Created"
2026-08-10 06:36:10,144 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:36:10,416 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_state_events "HTTP/2 201 Created"
2026-08-10 06:36:10,698 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:36:10,964 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:36:11,230 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:36:11,753 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:36:11,767 | INFO | __main__ | Session plan not ready for XAU/USD: primary thesis too weak for planning (dominance 41.1, return probability 52.6)
2026-08-10 06:36:12,034 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 201 Created"
2026-08-10 06:36:12,300 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_063611_767065_e2f359ce&limit=1 "HTTP/2 200 OK"
2026-08-10 06:36:12,566 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_063611_767065_e2f359ce "HTTP/2 200 OK"
2026-08-10 06:36:12,822 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 06:36:13,104 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:36:13,370 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 06:36:13,637 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:36:13,637 | INFO | __main__ | \u2705 Path 2: Macro confirms BUY (bias=BULLISH_GOLD, conf=80% \u2265 55%)
2026-08-10 06:36:13,637 | INFO | __main__ | \u274c Path 2 blocked: risk agent refused this plan (Trade grade too low; failed: trade_grade_filter)
2026-08-10 06:36:13,637 | INFO | __main__ | \U0001f9e0 Gemini skipped: normal WAIT without hourly status
2026-08-10 06:36:16,576 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 06:36:17,310 | INFO | __main__ | Reusing unexpired BUY day map for XAU/USD (built 25 min ago, expires 2026-08-10T14:10:55+00:00); this cycle could not rebuild one
2026-08-10 06:36:17,310 | INFO | __main__ | Revived day map expiry renewed: 2026-08-10T14:10:55+00:00 -> 2026-08-10T14:36:13+00:00 (orders judged by their own age, not the source map's)
2026-08-10 06:36:17,310 | INFO | __main__ | Session-plan ladder blocked by execution readiness: execution context is mixed: 2 support vs 1 opposition
2026-08-10 06:36:17,310 | INFO | __main__ | Market status suppressed for XAU/USD: WAIT with status gate off (event=local, SEND_STATUS_ON_MANUAL=unset, hourly_status=False, send_no_signal_updates=False)
2026-08-10 06:41:05,183 | INFO | DatabaseService | Database connected: Supabase
2026-08-10 06:41:06,295 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&status=in.%28OPEN%2CPARTIAL%2CTP1_HIT%2CPENDING%29 "HTTP/2 200 OK"
2026-08-10 06:41:06,721 | INFO | __main__ | Market data integrity for XAU/USD: source=mt5 type=historical_ohlc grade=HIGH signal_generation=True pending_activation=True
2026-08-10 06:41:06,986 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/macro_context?select=context&id=eq.latest&limit=1 "HTTP/2 200 OK"
2026-08-10 06:41:07,061 | INFO | __main__ | Running agent: macro_fundamental
2026-08-10 06:41:07,476 | INFO | services.news_feed_forexfactory | ForexFactory: loaded 27 USD events
2026-08-10 06:41:07,481 | INFO | __main__ | Running agent: technical
2026-08-10 06:41:07,546 | INFO | __main__ | Running agent: classical
2026-08-10 06:41:07,575 | INFO | __main__ | Running agent: smc
2026-08-10 06:41:07,582 | INFO | __main__ | Running agent: price_action
2026-08-10 06:41:07,583 | INFO | __main__ | Running agent: multitimeframe
2026-08-10 06:41:07,633 | INFO | __main__ | Running agent: daily_bias
2026-08-10 06:41:08,412 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates?select=%2A&is_active=eq.True&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:41:08,711 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:41:09,020 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:41:09,767 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:41:10,503 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/setup_candidates "HTTP/2 200 OK"
2026-08-10 06:41:11,222 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:41:11,776 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD "HTTP/2 200 OK"
2026-08-10 06:41:11,824 | INFO | __main__ | Session plan not ready for XAU/USD: primary thesis too weak for planning (dominance 42.8, return probability 51.8)
2026-08-10 06:41:12,124 | INFO | httpx | HTTP Request: POST https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans "HTTP/2 201 Created"
2026-08-10 06:41:12,397 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=payload&id=eq.SESSION_PLAN_20260810_064111_824809_d1a84eb1&limit=1 "HTTP/2 200 OK"
2026-08-10 06:41:12,660 | INFO | httpx | HTTP Request: PATCH https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?id=eq.SESSION_PLAN_20260810_064111_824809_d1a84eb1 "HTTP/2 200 OK"
2026-08-10 06:41:12,909 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=100 "HTTP/2 200 OK"
2026-08-10 06:41:13,179 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:41:13,456 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&or=%28and%28created_at.gte.2026-08-10T00%3A00%3A00Z%2Ccreated_at.lt.2026-08-11T00%3A00%3A00Z%29%2Cand%28closed_at.gte.2026-08-10T00%3A00%3A00Z%2Cclosed_at.lt.2026-08-11T00%3A00%3A00Z%29%29 "HTTP/2 200 OK"
2026-08-10 06:41:13,716 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/trades_demo?select=%2A&order=created_at.desc&limit=20 "HTTP/2 200 OK"
2026-08-10 06:41:13,718 | INFO | __main__ | \u2705 Path 2: Macro confirms BUY (bias=BULLISH_GOLD, conf=80% \u2265 55%)
2026-08-10 06:41:13,718 | INFO | __main__ | \u274c Path 2 blocked: risk agent refused this plan (Trade grade too low; failed: trade_grade_filter)
2026-08-10 06:41:13,718 | INFO | __main__ | \U0001f9e0 Gemini skipped: normal WAIT without hourly status
2026-08-10 06:41:14,200 | INFO | httpx | HTTP Request: GET https://trsmuzekxmpqtvxdkxwe.supabase.co/rest/v1/session_plans?select=%2A&order=analysis_run_at.desc&limit=12&symbol=eq.XAU%2FUSD&plan_ready=eq.True "HTTP/2 200 OK"
2026-08-10 06:41:14,463 | INFO | __main__ | Reusing unexpired BUY day map for XAU/USD (built 30 min ago, expires 2026-08-10T14:10:55+00:00); this cycle could not rebuild one
